device,policy,freq_khz,dep_policy,dep_freq,static,active,idle0,idle1,interconnect
MT6858,0,750000,4,750000,4.4129,39.1645,8.8842,0.0,0
MT6858,0,750000,4,850000,4.9741,36.857,7.986,0.0,0
MT6858,0,750000,4,950000,4.4075,37.3952,8.5288,0.0,0
MT6858,0,750000,4,1050000,8.4719,46.3423,6.5571,0.0,0
MT6858,0,750000,4,1150000,13.4662,49.4346,3.2996,0.0,0
MT6858,0,750000,4,1250000,12.7315,55.643,5.0562,0.0,0
MT6858,0,750000,4,1350000,17.0619,55.325,4.3525,0.0,0
MT6858,0,750000,4,1450000,17.337,65.0494,4.169,0.0,0
MT6858,0,750000,4,1550000,18.4387,71.1241,4.9312,0.0,0
MT6858,0,750000,4,1650000,19.0358,75.4938,6.8693,0.0,0
MT6858,0,750000,4,1750000,19.8782,84.5514,7.448,0.0,0
MT6858,0,750000,4,1850000,27.1246,88.5784,5.1116,0.0,0
MT6858,0,750000,4,1950000,29.3388,95.3571,4.0542,0.0,0
MT6858,0,750000,4,2050000,31.0591,102.9351,5.9512,0.0,0
MT6858,0,750000,4,2150000,34.3987,112.7362,9.673,0.0,0
MT6858,0,750000,4,2200000,37.0817,126.227,7.7787,0.0,0
MT6858,0,750000,4,2250000,35.8636,132.2905,8.985,0.0,0
MT6858,0,750000,4,2300000,35.3819,125.767,9.1935,0.0,0
MT6858,0,750000,4,2350000,38.7964,131.3463,7.6253,0.0,0
MT6858,0,750000,4,2400000,36.2742,130.9987,8.4865,0.0,0
MT6858,0,800000,4,650000,5.8054,39.6765,7.0115,0.0,0
MT6858,0,800000,4,750000,7.1502,34.1114,5.5492,0.0,0
MT6858,0,800000,4,850000,4.2158,39.7501,8.1284,0.0,0
MT6858,0,800000,4,950000,5.1166,39.6606,7.5851,0.0,0
MT6858,0,800000,4,1050000,11.1641,42.9724,5.5367,0.0,0
MT6858,0,800000,4,1150000,8.5981,53.1361,8.1518,0.0,0
MT6858,0,800000,4,1250000,10.2625,60.4402,6.7656,0.0,0
MT6858,0,800000,4,1350000,15.8088,63.5145,4.1405,0.0,0
MT6858,0,800000,4,1450000,17.2916,66.2986,4.2379,0.0,0
MT6858,0,800000,4,1550000,12.9956,81.4843,8.1283,0.0,0
MT6858,0,800000,4,1650000,18.8514,79.9057,6.4541,0.0,0
MT6858,0,800000,4,1750000,21.8357,86.1639,5.9549,0.0,0
MT6858,0,800000,4,1850000,22.8438,93.5598,6.6362,0.0,0
MT6858,0,800000,4,1950000,29.9447,94.771,4.467,0.0,0
MT6858,0,800000,4,2050000,29.7935,106.2157,7.3153,0.0,0
MT6858,0,800000,4,2150000,35.2291,120.2546,5.7128,0.0,0
MT6858,0,800000,4,2200000,34.5393,134.1567,8.9233,0.0,0
MT6858,0,800000,4,2250000,36.8532,125.5488,7.9578,0.0,0
MT6858,0,800000,4,2300000,40.3626,127.4948,5.4044,0.0,0
MT6858,0,800000,4,2350000,36.1778,137.1013,7.8302,0.0,0
MT6858,0,800000,4,2400000,36.935,135.1978,8.1576,0.0,0
MT6858,0,850000,4,650000,6.3446,38.276,7.1694,0.0,0
MT6858,0,850000,4,750000,3.9013,40.6445,9.3071,0.0,0
MT6858,0,850000,4,850000,5.6328,39.4993,8.3602,0.0,0
MT6858,0,850000,4,950000,6.6321,38.5092,7.3574,0.0,0
MT6858,0,850000,4,1050000,8.8218,46.5367,7.4932,0.0,0
MT6858,0,850000,4,1150000,9.2665,52.2123,8.7691,0.0,0
MT6858,0,850000,4,1250000,10.3324,58.8499,7.7174,0.0,0
MT6858,0,850000,4,1350000,15.7244,58.9144,6.047,0.0,0
MT6858,0,850000,4,1450000,16.681,66.1035,6.2803,0.0,0
MT6858,0,850000,4,1550000,18.8682,76.4637,5.882,0.0,0
MT6858,0,850000,4,1650000,21.102,75.8696,5.3963,0.0,0
MT6858,0,850000,4,1750000,24.4644,82.9122,4.2153,0.0,0
MT6858,0,850000,4,1850000,23.433,103.2924,5.807,0.0,0
MT6858,0,850000,4,1950000,30.4832,103.0123,2.8616,0.0,0
MT6858,0,850000,4,2050000,30.5876,108.8873,5.7467,0.0,0
MT6858,0,850000,4,2150000,37.0421,115.6945,5.3895,0.0,0
MT6858,0,850000,4,2200000,36.5982,132.7335,6.4233,0.0,0
MT6858,0,850000,4,2250000,38.6621,128.6162,5.5631,0.0,0
MT6858,0,850000,4,2300000,37.6018,127.4807,7.0561,0.0,0
MT6858,0,850000,4,2350000,35.0357,142.5764,9.0236,0.0,0
MT6858,0,850000,4,2400000,32.9141,143.9936,10.7993,0.0,0
MT6858,0,900000,4,650000,6.0551,40.8991,7.5323,0.0,0
MT6858,0,900000,4,750000,3.7515,43.101,9.5984,0.0,0
MT6858,0,900000,4,850000,7.463,40.7114,7.31,0.0,0
MT6858,0,900000,4,950000,8.7917,37.0244,6.1712,0.0,0
MT6858,0,900000,4,1050000,8.4196,50.3153,7.0457,0.0,0
MT6858,0,900000,4,1150000,10.2109,55.4534,6.2591,0.0,0
MT6858,0,900000,4,1250000,13.7202,57.3681,4.7514,0.0,0
MT6858,0,900000,4,1350000,14.59,62.5161,5.7114,0.0,0
MT6858,0,900000,4,1450000,19.1439,65.7909,3.1211,0.0,0
MT6858,0,900000,4,1550000,19.759,71.9462,4.223,0.0,0
MT6858,0,900000,4,1650000,23.2966,76.3226,4.3346,0.0,0
MT6858,0,900000,4,1750000,23.4536,86.0135,5.6147,0.0,0
MT6858,0,900000,4,1850000,27.8503,92.6121,3.2569,0.0,0
MT6858,0,900000,4,2050000,31.7595,112.8022,4.7896,0.0,0
MT6858,0,900000,4,2150000,40.0429,112.4462,3.3529,0.0,0
MT6858,0,900000,4,2200000,36.6887,135.6739,7.3884,0.0,0
MT6858,0,900000,4,2250000,37.3372,132.2998,6.615,0.0,0
MT6858,0,900000,4,2300000,41.9255,132.7465,4.0445,0.0,0
MT6858,0,900000,4,2350000,36.861,139.9513,8.4817,0.0,0
MT6858,0,900000,4,2400000,36.3947,138.4091,9.6868,0.0,0
MT6858,0,950000,4,650000,8.2163,40.8093,6.3596,0.0,0
MT6858,0,950000,4,750000,7.3653,41.7161,6.816,0.0,0
MT6858,0,950000,4,850000,7.6253,41.0308,6.6792,0.0,0
MT6858,0,950000,4,950000,8.4039,37.0859,6.5513,0.0,0
MT6858,0,950000,4,1050000,10.5339,48.6513,5.2827,0.0,0
MT6858,0,950000,4,1150000,11.9266,54.0455,5.0827,0.0,0
MT6858,0,950000,4,1250000,14.9444,55.125,4.3369,0.0,0
MT6858,0,950000,4,1350000,16.1854,62.5176,4.3222,0.0,0
MT6858,0,950000,4,1450000,18.3568,68.9204,3.705,0.0,0
MT6858,0,950000,4,1550000,17.4783,76.8064,5.5951,0.0,0
MT6858,0,950000,4,1650000,21.3432,81.4554,4.5708,0.0,0
MT6858,0,950000,4,1750000,23.2898,85.1013,4.7324,0.0,0
MT6858,0,950000,4,1850000,27.2094,94.8618,4.3936,0.0,0
MT6858,0,950000,4,1950000,32.2272,96.8056,3.6583,0.0,0
MT6858,0,950000,4,2050000,32.2067,112.6713,5.6515,0.0,0
MT6858,0,950000,4,2150000,33.3032,130.2786,7.0221,0.0,0
MT6858,0,950000,4,2200000,38.007,133.58,5.3717,0.0,0
MT6858,0,950000,4,2250000,39.6438,135.1116,5.1027,0.0,0
MT6858,0,950000,4,2300000,40.0678,138.5695,6.4995,0.0,0
MT6858,0,950000,4,2350000,34.9531,148.8188,9.6666,0.0,0
MT6858,0,950000,4,2400000,33.0203,145.2163,11.4057,0.0,0
MT6858,0,1000000,4,650000,11.5994,37.4514,4.3206,0.0,0
MT6858,0,1000000,4,750000,10.6273,39.3561,4.9716,0.0,0
MT6858,0,1000000,4,850000,9.2205,43.0102,6.24,0.0,0
MT6858,0,1000000,4,950000,8.9427,41.6986,6.5158,0.0,0
MT6858,0,1000000,4,1050000,10.8654,51.236,5.5573,0.0,0
MT6858,0,1000000,4,1150000,14.9934,48.8582,3.6538,0.0,0
MT6858,0,1000000,4,1250000,16.1258,48.5688,4.2243,0.0,0
MT6858,0,1000000,4,1350000,17.4972,59.7088,3.5468,0.0,0
MT6858,0,1000000,4,1450000,16.9223,67.1497,5.6471,0.0,0
MT6858,0,1000000,4,1550000,18.4592,75.7027,5.463,0.0,0
MT6858,0,1000000,4,1650000,22.5843,79.2116,3.4665,0.0,0
MT6858,0,1000000,4,1750000,21.4748,92.6022,7.5729,0.0,0
MT6858,0,1000000,4,1850000,20.8052,104.4136,8.6299,0.0,0
MT6858,0,1000000,4,1950000,31.8647,97.7241,3.0347,0.0,0
MT6858,0,1000000,4,2050000,31.0945,113.9226,6.209,0.0,0
MT6858,0,1000000,4,2150000,32.9234,126.5378,8.3909,0.0,0
MT6858,0,1000000,4,2200000,37.3568,137.828,7.0824,0.0,0
MT6858,0,1000000,4,2250000,37.0319,137.852,7.5968,0.0,0
MT6858,0,1000000,4,2300000,33.8998,147.5837,9.5131,0.0,0
MT6858,0,1000000,4,2350000,38.5154,142.3477,6.7724,0.0,0
MT6858,0,1000000,4,2400000,33.0245,148.6025,10.0645,0.0,0
MT6858,0,1050000,4,650000,14.7128,49.2776,2.7973,0.0,0
MT6858,0,1050000,4,750000,11.7093,50.2864,4.8999,0.0,0
MT6858,0,1050000,4,850000,11.9147,58.4451,4.9867,0.0,0
MT6858,0,1050000,4,950000,11.1033,54.0635,5.4498,0.0,0
MT6858,0,1050000,4,1050000,11.2911,53.9741,5.4612,0.0,0
MT6858,0,1050000,4,1150000,12.9061,54.2312,4.2326,0.0,0
MT6858,0,1050000,4,1250000,18.0432,55.2067,3.7027,0.0,0
MT6858,0,1050000,4,1350000,15.3938,66.6762,5.1437,0.0,0
MT6858,0,1050000,4,1450000,15.3468,72.5703,5.7499,0.0,0
MT6858,0,1050000,4,1550000,20.9221,72.425,4.0085,0.0,0
MT6858,0,1050000,4,1650000,20.2131,80.7073,6.5668,0.0,0
MT6858,0,1050000,4,1750000,25.9829,90.4865,3.6563,0.0,0
MT6858,0,1050000,4,1850000,26.9432,95.8034,4.07,0.0,0
MT6858,0,1050000,4,1950000,27.2227,106.9324,7.6411,0.0,0
MT6858,0,1050000,4,2050000,30.4049,118.867,6.7505,0.0,0
MT6858,0,1050000,4,2150000,33.4908,127.8191,9.5741,0.0,0
MT6858,0,1050000,4,2200000,37.8422,132.4097,6.7302,0.0,0
MT6858,0,1050000,4,2250000,34.561,141.7931,10.7542,0.0,0
MT6858,0,1050000,4,2300000,38.5904,135.0772,5.8069,0.0,0
MT6858,0,1050000,4,2350000,39.5572,143.0615,5.6204,0.0,0
MT6858,0,1050000,4,2400000,39.8693,136.4002,5.5679,0.0,0
MT6858,0,1100000,4,650000,13.5017,51.0815,5.493,0.0,0
MT6858,0,1100000,4,750000,15.6504,45.8104,4.6059,0.0,0
MT6858,0,1100000,4,850000,15.1686,51.514,4.4502,0.0,0
MT6858,0,1100000,4,950000,11.5785,60.5694,7.0313,0.0,0
MT6858,0,1100000,4,1050000,12.3716,56.7536,6.0678,0.0,0
MT6858,0,1100000,4,1350000,17.9515,68.1737,3.1589,0.0,0
MT6858,0,1100000,4,1450000,16.031,71.065,6.5092,0.0,0
MT6858,0,1100000,4,1550000,20.9398,77.8546,4.4868,0.0,0
MT6858,0,1100000,4,1650000,21.397,84.8575,5.0396,0.0,0
MT6858,0,1100000,4,1750000,24.5327,91.7987,4.4869,0.0,0
MT6858,0,1100000,4,1850000,23.0812,97.4544,7.6212,0.0,0
MT6858,0,1100000,4,1950000,31.6587,101.7749,3.878,0.0,0
MT6858,0,1100000,4,2050000,32.206,112.6929,5.632,0.0,0
MT6858,0,1100000,4,2150000,35.7019,122.884,6.2402,0.0,0
MT6858,0,1100000,4,2200000,41.2281,138.4634,5.6342,0.0,0
MT6858,0,1100000,4,2250000,40.2787,137.1625,6.3468,0.0,0
MT6858,0,1100000,4,2300000,39.7955,137.0649,6.3081,0.0,0
MT6858,0,1100000,4,2350000,40.3672,138.3251,5.59,0.0,0
MT6858,0,1100000,4,2400000,35.3018,155.7423,8.2335,0.0,0
MT6858,0,1150000,4,650000,14.3141,50.82,4.8726,0.0,0
MT6858,0,1150000,4,750000,15.7496,57.0609,3.955,0.0,0
MT6858,0,1150000,4,850000,16.0501,53.2527,4.3231,0.0,0
MT6858,0,1150000,4,950000,16.0244,57.2996,3.8106,0.0,0
MT6858,0,1150000,4,1050000,13.1026,58.1761,5.5755,0.0,0
MT6858,0,1150000,4,1150000,14.8535,57.0146,4.8917,0.0,0
MT6858,0,1150000,4,1250000,17.398,57.6212,3.4922,0.0,0
MT6858,0,1150000,4,1350000,18.4496,58.0563,2.9879,0.0,0
MT6858,0,1150000,4,1450000,19.6546,67.6427,3.8613,0.0,0
MT6858,0,1150000,4,1550000,24.2073,68.4845,2.7793,0.0,0
MT6858,0,1150000,4,1650000,20.1061,87.7812,7.2097,0.0,0
MT6858,0,1150000,4,1750000,22.4309,99.752,6.0577,0.0,0
MT6858,0,1150000,4,1850000,25.7259,101.0473,6.1692,0.0,0
MT6858,0,1150000,4,2050000,30.9059,123.0762,7.1835,0.0,0
MT6858,0,1150000,4,2150000,36.02,127.6238,6.0666,0.0,0
MT6858,0,1150000,4,2200000,35.0809,147.5685,7.9758,0.0,0
MT6858,0,1150000,4,2250000,37.0337,136.1879,8.1736,0.0,0
MT6858,0,1150000,4,2300000,36.9473,140.1532,8.7179,0.0,0
MT6858,0,1150000,4,2350000,37.492,131.9807,7.6992,0.0,0
MT6858,0,1150000,4,2400000,39.4542,128.8526,6.9333,0.0,0
MT6858,0,1200000,4,650000,17.1769,61.7009,4.1573,0.0,0
MT6858,0,1200000,4,750000,17.0096,59.2389,4.3809,0.0,0
MT6858,0,1200000,4,850000,14.924,62.7274,5.6666,0.0,0
MT6858,0,1200000,4,950000,13.2995,65.1209,6.591,0.0,0
MT6858,0,1200000,4,1050000,15.8784,65.3892,4.9783,0.0,0
MT6858,0,1200000,4,1150000,13.9299,80.6587,6.4844,0.0,0
MT6858,0,1200000,4,1250000,16.6521,63.4344,4.9376,0.0,0
MT6858,0,1200000,4,1350000,13.3437,70.4891,7.2357,0.0,0
MT6858,0,1200000,4,1450000,20.8461,68.4721,3.9643,0.0,0
MT6858,0,1200000,4,1550000,21.1093,76.0531,5.017,0.0,0
MT6858,0,1200000,4,1650000,19.0945,87.8729,8.1506,0.0,0
MT6858,0,1200000,4,1750000,19.2538,95.1563,9.8401,0.0,0
MT6858,0,1200000,4,1850000,24.2062,104.6551,7.8695,0.0,0
MT6858,0,1200000,4,1950000,26.285,112.703,7.202,0.0,0
MT6858,0,1200000,4,2050000,29.0408,120.6488,9.1387,0.0,0
MT6858,0,1200000,4,2150000,41.2835,116.928,3.1411,0.0,0
MT6858,0,1200000,4,2200000,38.4098,142.6965,7.3633,0.0,0
MT6858,0,1200000,4,2250000,41.2722,143.1025,5.6431,0.0,0
MT6858,0,1200000,4,2300000,39.1531,143.5239,6.7573,0.0,0
MT6858,0,1200000,4,2350000,38.8476,153.1734,7.1465,0.0,0
MT6858,0,1200000,4,2400000,40.8069,143.1169,6.0226,0.0,0
MT6858,0,1250000,4,650000,16.0449,66.1642,4.5196,0.0,0
MT6858,0,1250000,4,750000,17.2686,62.84,4.0858,0.0,0
MT6858,0,1250000,4,850000,14.5823,64.6704,6.1342,0.0,0
MT6858,0,1250000,4,950000,11.7568,67.7182,8.1952,0.0,0
MT6858,0,1250000,4,1050000,12.2909,69.7531,7.7402,0.0,0
MT6858,0,1250000,4,1150000,12.5693,71.9779,8.0126,0.0,0
MT6858,0,1250000,4,1250000,12.8816,68.0082,7.5676,0.0,0
MT6858,0,1250000,4,1350000,15.7846,71.2414,5.8313,0.0,0
MT6858,0,1250000,4,1450000,14.7632,76.2835,7.7833,0.0,0
MT6858,0,1250000,4,1550000,18.6422,82.2609,6.0359,0.0,0
MT6858,0,1250000,4,1650000,22.4568,80.4305,5.054,0.0,0
MT6858,0,1250000,4,1750000,23.2676,97.8899,5.2837,0.0,0
MT6858,0,1250000,4,1850000,26.5425,100.9022,6.1111,0.0,0
MT6858,0,1250000,4,1950000,32.4046,107.5404,3.6093,0.0,0
MT6858,0,1250000,4,2050000,34.5007,111.5134,4.525,0.0,0
MT6858,0,1250000,4,2150000,36.5153,125.6199,6.415,0.0,0
MT6858,0,1250000,4,2200000,41.5527,140.8038,4.8242,0.0,0
MT6858,0,1250000,4,2250000,37.8074,143.764,7.8745,0.0,0
MT6858,0,1250000,4,2300000,41.9871,141.6138,4.745,0.0,0
MT6858,0,1250000,4,2350000,41.7681,145.8101,5.3298,0.0,0
MT6858,0,1250000,4,2400000,43.8879,148.0197,3.1868,0.0,0
MT6858,0,1300000,4,650000,19.256,61.0777,3.4568,0.0,0
MT6858,0,1300000,4,750000,20.1691,70.6702,3.8271,0.0,0
MT6858,0,1300000,4,850000,18.2348,68.2482,4.7145,0.0,0
MT6858,0,1300000,4,950000,18.7165,69.809,4.2394,0.0,0
MT6858,0,1300000,4,1050000,16.7777,74.199,5.8784,0.0,0
MT6858,0,1300000,4,1150000,16.6746,71.2312,5.8142,0.0,0
MT6858,0,1300000,4,1250000,17.4857,69.7651,4.9233,0.0,0
MT6858,0,1300000,4,1350000,17.5075,71.2045,5.3608,0.0,0
MT6858,0,1300000,4,1450000,18.9214,72.9784,4.4332,0.0,0
MT6858,0,1300000,4,1550000,21.2181,76.461,4.2237,0.0,0
MT6858,0,1300000,4,1650000,20.9625,86.5734,6.4691,0.0,0
MT6858,0,1300000,4,1750000,22.2257,93.6164,6.7631,0.0,0
MT6858,0,1300000,4,1850000,24.5316,106.636,7.6301,0.0,0
MT6858,0,1300000,4,1950000,28.5882,111.4525,5.9753,0.0,0
MT6858,0,1300000,4,2050000,32.6958,122.3821,6.143,0.0,0
MT6858,0,1300000,4,2150000,36.3005,134.5031,6.8039,0.0,0
MT6858,0,1300000,4,2200000,35.8158,150.4846,8.9364,0.0,0
MT6858,0,1300000,4,2250000,37.2779,143.6868,8.3861,0.0,0
MT6858,0,1300000,4,2300000,36.1002,143.945,9.8123,0.0,0
MT6858,0,1300000,4,2350000,37.8542,156.2358,8.5969,0.0,0
MT6858,0,1300000,4,2400000,38.4014,148.2439,8.966,0.0,0
MT6858,0,1350000,4,650000,20.5498,71.9421,3.6228,0.0,0
MT6858,0,1350000,4,750000,14.7588,75.0422,9.1212,0.0,0
MT6858,0,1350000,4,850000,15.3536,79.0175,8.47,0.0,0
MT6858,0,1350000,4,950000,16.0761,65.68,8.3339,0.0,0
MT6858,0,1350000,4,1050000,18.6958,81.0128,4.5784,0.0,0
MT6858,0,1350000,4,1150000,19.7346,70.5409,5.5839,0.0,0
MT6858,0,1350000,4,1450000,22.0911,74.0866,3.6742,0.0,0
MT6858,0,1350000,4,1550000,23.1798,74.488,3.7218,0.0,0
MT6858,0,1350000,4,1650000,20.2062,88.8436,7.6435,0.0,0
MT6858,0,1350000,4,1750000,22.9086,88.994,7.0628,0.0,0
MT6858,0,1350000,4,1950000,29.4134,113.3248,6.5052,0.0,0
MT6858,0,1350000,4,2050000,31.3677,117.9175,7.2559,0.0,0
MT6858,0,1350000,4,2150000,38.0093,133.2222,5.1466,0.0,0
MT6858,0,1350000,4,2200000,42.4825,135.3669,5.3356,0.0,0
MT6858,0,1350000,4,2250000,40.0474,146.9124,7.2486,0.0,0
MT6858,0,1350000,4,2300000,45.05,135.0306,3.8605,0.0,0
MT6858,0,1350000,4,2350000,37.5961,164.5745,8.5504,0.0,0
MT6858,0,1350000,4,2400000,40.1875,150.6678,5.9158,0.0,0
MT6858,0,1400000,4,650000,14.7917,77.864,8.9882,0.0,0
MT6858,0,1400000,4,750000,19.5303,76.1566,5.2421,0.0,0
MT6858,0,1400000,4,850000,20.1401,68.4752,5.695,0.0,0
MT6858,0,1400000,4,950000,19.4557,76.5119,6.5455,0.0,0
MT6858,0,1400000,4,1050000,19.0138,77.7192,6.4802,0.0,0
MT6858,0,1400000,4,1150000,21.0131,68.8196,4.5504,0.0,0
MT6858,0,1400000,4,1250000,23.3439,75.6266,3.3294,0.0,0
MT6858,0,1400000,4,1350000,20.2467,74.0839,5.0761,0.0,0
MT6858,0,1400000,4,1450000,21.7194,76.1001,5.1117,0.0,0
MT6858,0,1400000,4,1550000,22.6823,81.8737,3.8635,0.0,0
MT6858,0,1400000,4,1650000,24.0639,85.2591,3.4567,0.0,0
MT6858,0,1400000,4,1750000,24.6479,99.6858,5.7798,0.0,0
MT6858,0,1400000,4,1850000,30.9906,95.4887,3.8609,0.0,0
MT6858,0,1400000,4,1950000,27.0221,123.8486,7.4907,0.0,0
MT6858,0,1400000,4,2050000,34.9521,116.8752,4.9037,0.0,0
MT6858,0,1400000,4,2150000,39.0105,131.4708,5.2691,0.0,0
MT6858,0,1400000,4,2200000,36.3014,152.6435,8.8668,0.0,0
MT6858,0,1400000,4,2250000,34.4401,158.3275,10.8452,0.0,0
MT6858,0,1400000,4,2300000,37.1408,148.7786,8.9584,0.0,0
MT6858,0,1400000,4,2350000,41.0423,150.4329,5.9198,0.0,0
MT6858,0,1400000,4,2400000,38.3449,153.7374,7.8789,0.0,0
MT6858,0,1450000,4,650000,19.7234,80.2418,5.5557,0.0,0
MT6858,0,1450000,4,750000,21.3695,80.0259,4.7382,0.0,0
MT6858,0,1450000,4,850000,22.1988,75.4263,3.9906,0.0,0
MT6858,0,1450000,4,950000,20.5765,79.449,5.7011,0.0,0
MT6858,0,1450000,4,1050000,19.8633,79.0993,5.9008,0.0,0
MT6858,0,1450000,4,1150000,20.153,81.3064,5.034,0.0,0
MT6858,0,1450000,4,1250000,20.439,78.9373,5.0458,0.0,0
MT6858,0,1450000,4,1350000,20.8592,81.3461,4.9169,0.0,0
MT6858,0,1450000,4,1450000,20.1306,78.1287,5.4391,0.0,0
MT6858,0,1450000,4,1550000,21.4533,82.4349,5.1137,0.0,0
MT6858,0,1450000,4,1650000,24.9025,105.504,3.986,0.0,0
MT6858,0,1450000,4,1750000,18.9834,111.0438,10.3132,0.0,0
MT6858,0,1450000,4,1850000,27.2111,108.6225,5.9362,0.0,0
MT6858,0,1450000,4,1950000,29.3962,117.8915,6.2265,0.0,0
MT6858,0,1450000,4,2050000,36.6104,120.0034,6.7173,0.0,0
MT6858,0,1450000,4,2150000,36.2819,131.3177,7.4846,0.0,0
MT6858,0,1450000,4,2200000,40.0335,144.7183,5.7178,0.0,0
MT6858,0,1450000,4,2250000,41.8347,159.5173,5.1884,0.0,0
MT6858,0,1450000,4,2300000,44.4703,134.7776,4.4171,0.0,0
MT6858,0,1450000,4,2350000,37.2724,164.6475,8.3849,0.0,0
MT6858,0,1450000,4,2400000,37.028,151.2764,9.4706,0.0,0
MT6858,0,1500000,4,650000,24.5566,86.5971,3.6718,0.0,0
MT6858,0,1500000,4,750000,23.1773,80.8649,4.8313,0.0,0
MT6858,0,1500000,4,850000,26.4815,84.6486,2.5112,0.0,0
MT6858,0,1500000,4,950000,21.3098,89.913,5.8943,0.0,0
MT6858,0,1500000,4,1050000,26.0223,78.7081,3.4318,0.0,0
MT6858,0,1500000,4,1150000,20.523,87.3199,7.1875,0.0,0
MT6858,0,1500000,4,1250000,21.7811,84.4785,5.3919,0.0,0
MT6858,0,1500000,4,1350000,19.3424,93.9754,8.0177,0.0,0
MT6858,0,1500000,4,1450000,22.4209,89.4139,5.4752,0.0,0
MT6858,0,1500000,4,1550000,25.9341,79.6884,4.1637,0.0,0
MT6858,0,1500000,4,1650000,28.1712,85.6357,2.7323,0.0,0
MT6858,0,1500000,4,1750000,24.6424,88.9516,5.367,0.0,0
MT6858,0,1500000,4,1850000,26.7952,103.597,6.0475,0.0,0
MT6858,0,1500000,4,1950000,31.0415,115.0037,5.3113,0.0,0
MT6858,0,1500000,4,2050000,30.2549,130.6938,8.6188,0.0,0
MT6858,0,1500000,4,2150000,36.8462,135.9501,6.4523,0.0,0
MT6858,0,1500000,4,2200000,40.858,145.2663,6.3295,0.0,0
MT6858,0,1500000,4,2250000,43.3643,147.8096,4.4205,0.0,0
MT6858,0,1500000,4,2300000,40.1351,149.19,7.2085,0.0,0
MT6858,0,1500000,4,2350000,39.7025,166.346,7.6522,0.0,0
MT6858,0,1500000,4,2400000,42.3537,154.738,6.7802,0.0,0
MT6858,0,1550000,4,850000,22.5579,94.319,4.9347,0.0,0
MT6858,0,1550000,4,950000,20.4722,90.1171,6.6755,0.0,0
MT6858,0,1550000,4,1250000,20.8184,94.7295,6.8993,0.0,0
MT6858,0,1550000,4,1350000,20.9833,92.0699,7.1382,0.0,0
